S723136D00101,"ｻﾝﾄｯｸｽRW82#70 15x250m",R,000,723116,"2022-01-12 10:00:00",1,0,0,1,1
S723136D00102,"ｻﾝﾄｯｸｽRW82#70 15X180M",R,000,723116,"2022-01-12 10:00:00",1,0,0,1,1
S723136D00103,"ｻﾝﾄｯｸｽRW82#70 15X70M",R,000,723116,"2022-01-12 10:00:00",1,0,0,1,1
S723136D00201,"ｻﾝﾄｯｸｽRS82#70 12x250m",R,000,723116,"2022-01-12 10:00:00",1,0,0,1,1
S723136D00301,ﾙﾐﾗｰS10(PETﾌｨﾙﾑ50μ)幅175×100×5R,R,000,723116,"2022-01-12 10:00:00",1,0,0,1,1
S723136D00302,ﾙﾐﾗｰS10(PETﾌｨﾙﾑ50μ)幅160×100×6R,R,000,723116,"2022-01-12 10:00:00",1,0,0,1,1
S723136D00303,ﾙﾐﾗｰS10(PETﾌｨﾙﾑ50μ)幅130×100×7R,R,000,723116,"2022-01-12 10:00:00",1,0,0,1,1
S723136D00304,ﾙﾐﾗｰS10(PETﾌｨﾙﾑ38μ)幅140×200×7R,R,000,723116,"2022-01-12 10:00:00",1,0,0,1,1
S723136D00305,ﾙﾐﾗｰS10(PETﾌｨﾙﾑ38μ)幅140×500×7R,R,000,723116,"2022-01-12 10:00:00",1,0,0,1,1
S730105D00102,年末割増量　30%,,000,760105,"2022-01-12 10:00:00",1,0,0,1,1
S741152I00101,ｴｸｽﾊﾟﾝｾﾙ(930)MB120,ｋｇ,000,741156,"2022-01-12 10:00:00",1,0,0,2,1
S741182I00101,"ﾐｼﾝ糸 (DS-5Ⅱ) V20/6 (白) 1㎏巻",本,000,741186,"2022-01-12 10:00:00",1,0,0,2,1
S744032D00101,"ｷﾋﾞﾄﾝTR575(ﾆ色ｺｰﾅｰ用試作) *",,000,744021,"2022-01-12 10:00:00",1,0,0,1,1
S744032D00201,"ｻﾝﾄｯｸｽRW82#70 15x480m",,000,744021,"2022-01-12 10:00:00",1,0,0,1,1
S744032D00301,"ｼﾘｺﾝ金具焼付 WS-20LT-TB",,000,744021,"2022-01-12 10:00:00",1,0,0,1,1
S750012I00101,"ﾌﾛﾛｻｰﾌ FG-3030TH-8.0",ｋｇ,000,750016,"2022-01-12 10:00:00",1,0,0,2,1
S752132I00101,"ｱｻｸﾘﾝEX 25kg",袋,000,752136,"2022-01-12 10:00:00",1,0,0,2,1
S752132I00201,"ﾎﾟﾘﾌﾟﾗｽ PP40-60 (20kg入)",台,000,752136,"2022-01-12 10:00:00",1,0,0,2,1
S752132I00301,"ﾛﾝｸﾞﾌｼﾞﾛｰﾌﾞ(直付) L=600",双,000,752136,"2022-01-12 10:00:00",1,0,0,2,1
S753082I00101,(PP)粉砕ﾙｰﾀﾞｰ加工,ｋｇ,000,754086,"2022-01-12 10:00:00",1,0,0,2,1
S753082I00102,"HD 雑色(中密度ﾎﾟﾘｴﾁﾚﾝ M-DPE)",ｋｇ,000,754086,"2022-01-12 10:00:00",1,0,0,2,1
S753082I00103,"再生LDPE原料 雑色",ｋｇ,000,754086,"2022-01-12 10:00:00",1,0,0,2,1
S753082I00104,再生高圧原料（雑色）　北海樹脂,ｋｇ,000,754086,"2022-01-12 10:00:00",1,0,0,2,1
S753092I00101,"AIRMAN OIL 20L",個,000,754096,"2022-01-12 10:00:00",1,0,0,2,1
S753102B00101,灯油代,,000,754106,"2022-01-12 10:00:00",1,0,0,3,1
S753131D00101,"SS角ﾊﾟｲﾌﾟ 2.3X50角x3m",,000,754135,"2022-01-12 10:00:00",1,0,0,1,1
S753131D00102,"ｱﾝｸﾞﾙ 3x20x2m",,000,754135,"2022-01-12 10:00:00",1,0,0,1,1
S753131D00103,"鉄板 1.6X1m",,000,754135,"2022-01-12 10:00:00",1,0,0,1,1
S760182I00101,"角P 1.6tx31x31x 5.5m",本,000,760186,"2022-01-12 10:00:00",1,0,0,2,1
S760182I00102,"角P 2.3tx50x50x 5.5m",本,000,760186,"2022-01-12 10:00:00",1,0,0,2,1
S760182I00103,"角P 3.2tx50x50x 6m",本,000,760186,"2022-01-12 10:00:00",1,0,0,2,1
S762012I00101,ABSﾌｨﾗﾒﾝﾄ,,000,762016,"2022-01-12 10:00:00",1,0,0,2,1
S762012I00102,SBﾌｨﾗﾒﾝﾄ,,000,762016,"2022-01-12 10:00:00",1,0,0,2,1
S762012I00103,"ﾌｨﾗﾒﾝﾄ MAGIX PVA 30 500g",個,000,762016,"2022-01-12 10:00:00",1,0,0,2,1
S764062I00101,"AES117 K-3　7D5750 ﾌﾞﾗｳﾝ 300kg未満",Kg,000,764066,"2022-01-12 10:00:00",1,0,0,2,1
S764062I00102,"AES117 K-3　7D5750 ﾌﾞﾗｳﾝ 300g以上",Kg,000,764066,"2022-01-12 10:00:00",1,0,0,2,1
S764062I00103,"AES117 K-3　9D8030 ﾌﾞﾗｯｸ 300kg未満",Kg,000,764066,"2022-01-12 10:00:00",1,0,0,2,1
S764062I00104,"AES117 K-3　9D8030 ﾌﾞﾗｯｸ 300kg以上",Kg,000,764066,"2022-01-12 10:00:00",1,0,0,2,1
S764062I00105,"AES117 K-3　CB4310 ｱｲﾎﾞﾘｰ 300kg未満",Kg,000,764066,"2022-01-12 10:00:00",1,0,0,2,1
S764062I00106,"AES117 K-3　CB4310 ｱｲﾎﾞﾘｰ 300kg以上",Kg,000,764066,"2022-01-12 10:00:00",1,0,0,2,1
S764062I00107,"AES117 K-3 MADT90 ｼｬｲﾝｸﾞﾚｰ 300kg未満",Kg,000,764066,"2022-01-12 10:00:00",1,0,0,2,1
S764062I00108,"AES117 K-3 MADT90 ｼｬｲﾝｸﾞﾚｰ 300kg以上",Kg,000,764066,"2022-01-12 10:00:00",1,0,0,2,1
S764062I00109,"AES117 K-3　OD7960 ﾎﾜｲﾄ 300kg未満",Kg,000,764066,"2022-01-12 10:00:00",1,0,0,2,1
S764062I00110,"AES117 K-3　OD7960 ﾎﾜｲﾄ 300kg以上",Kg,000,764066,"2022-01-12 10:00:00",1,0,0,2,1
S764062I00201,"EV-560 NA (ｴﾊﾞﾌﾚｯｸｽ)",ｋｇ,000,764066,"2022-01-12 10:00:00",1,0,0,2,1
S764062I00301,"HZﾐﾘｵﾝ 240S",ｋｇ,000,764066,"2022-01-12 10:00:00",1,0,0,2,1
S764062I00401,ﾐﾗｽﾄﾏｰ6030B,ｋｇ,000,764066,"2022-01-12 10:00:00",1,0,0,2,1
S764062I00402,ﾐﾗｽﾄﾏｰM2400B,ｋｇ,000,764066,"2022-01-12 10:00:00",1,0,0,2,1
S770032I00101,"ﾎﾞｲﾗ複合清缶剤 ｻﾑｸﾘﾝ S-123 18kg",ｹｰｽ,000,770036,"2022-01-12 10:00:00",1,0,0,2,1
S770032I00102,解体撤去費,,000,770036,"2022-01-12 10:00:00",1,0,0,2,1
S770032I00103,建物付属設備費　使用不可,式,000,770036,"2022-01-12 10:00:00",1,0,0,2,1
S772052I00102,"軍手 純綿ｺﾞﾑ8G＃2219 800ｇ(12双入) Y",袋,000,772056,"2022-01-12 10:00:00",1,0,0,2,1
S772052I00103,"女性用 立体ｶｯﾄ半袖ﾌﾞﾙｿﾞﾝ ｵﾚﾝｼﾞ LL",着,000,772056,"2022-01-12 10:00:00",1,0,0,2,1
S772052I00111,"58018 ｾｰﾌﾃｨｰｼｭｰｽﾞ 010 ﾌﾞﾗｯｸ",足,000,772056,"2022-01-12 10:00:00",1,0,0,2,1
S772052I00112,"85102 ｾｰﾌﾃｨｰｼｭｰｽﾞ 90 ﾌﾞﾗｯｸ",足,000,772056,"2022-01-12 10:00:00",1,0,0,2,1
S772062I00101,"ﾂｰﾀｯｸｶｰｺﾞﾊﾟﾝﾂ ﾌﾞﾙｰﾉｰﾄ 男性用 F",枚,000,772066,"2022-01-12 10:00:00",1,0,0,2,1
S772062I00102,"ﾂｰﾀｯｸﾊﾟﾝﾂ ﾌﾞﾙｰﾉｰﾄ 男性用 F",枚,000,772066,"2022-01-12 10:00:00",1,0,0,2,1
S772062I00103,"ﾈｰﾑ(社名) F",,000,772066,"2022-01-12 10:00:00",1,0,0,2,1
S772062I00104,"ﾌﾞﾙｿﾞﾝ ﾈｲﾋﾞｰ 4L F",枚,000,772066,"2022-01-12 10:00:00",1,0,0,2,1
S772062I00105,"ﾌﾞﾙｿﾞﾝ ﾈｲﾋﾞｰ M・L 女性用 F",枚,000,772066,"2022-01-12 10:00:00",1,0,0,2,1
S772062I00106,"ﾌﾞﾙｿﾞﾝ ﾌﾞﾙｰﾉｰﾄ 男性用 F",枚,000,772066,"2022-01-12 10:00:00",1,0,0,2,1
S772062I00107,"安全靴 F",足,000,772066,"2022-01-12 10:00:00",1,0,0,2,1
S772062I00108,"防寒着 F",枚,000,772066,"2022-01-12 10:00:00",1,0,0,2,1
